,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,correct_model
0,103.0,0.92,0.0,1.0,0.0,2.0,0.0,10.0,10.0,3.0,4.0,28.0,0.0,logistic_regression
1,150.0,0.698,0.0,0.0,0.0,2.0,0.0,9.0,2463.0,3.0,4.0,64.0,1.0,random_forest
2,21.0,0.624,0.0,0.0,2.0,1.0,0.0,5.0,1739.0,3.0,0.0,14.0,1.0,random_forest
3,103.0,0.92,0.0,1.0,0.0,2.0,0.0,10.0,1.0,3.0,2.0,41.0,0.0,logistic_regression
4,21.0,0.624,2.0,1.0,0.0,3.0,0.0,21.0,2687.0,2.0,5.0,58.0,0.0,logistic_regression
5,127.0,0.745,0.0,0.0,0.0,3.0,0.0,6.0,2473.0,3.0,1.0,80.0,1.0,random_forest
6,16.0,0.91,0.0,0.0,2.0,2.0,0.0,9.0,2600.0,3.0,1.0,23.0,1.0,random_forest
7,21.0,0.624,0.0,1.0,0.0,2.0,0.0,5.0,10000.0,3.0,2.0,29.0,1.0,random_forest
8,24.0,0.698,0.0,1.0,2.0,3.0,0.0,3.0,50.0,4.0,2.0,45.0,0.0,random_forest
9,103.0,0.92,0.0,0.0,1.0,1.0,0.0,3.0,2025.0,3.0,1.0,24.0,1.0,random_forest
10,103.0,0.92,2.0,1.0,0.0,2.0,0.0,8.0,2113.0,2.0,0.0,50.0,1.0,random_forest
11,21.0,0.624,0.0,1.0,0.0,2.0,0.0,15.0,10000.0,3.0,0.0,17.0,0.0,logistic_regression
12,160.0,0.92,0.0,1.0,0.0,2.0,0.0,18.0,1942.0,2.0,1.0,198.0,1.0,random_forest
13,21.0,0.624,0.0,0.0,0.0,2.0,0.0,1.0,2190.0,3.0,1.0,56.0,1.0,random_forest
14,160.0,0.92,0.0,1.0,0.0,3.0,0.0,21.0,2453.0,3.0,5.0,55.0,0.0,logistic_regression
15,160.0,0.92,1.0,0.0,2.0,2.0,0.0,9.0,2214.0,3.0,1.0,12.0,0.0,logistic_regression
16,101.0,0.5579999999999999,0.0,0.0,2.0,2.0,0.0,2.0,1448.0,3.0,0.0,46.0,0.0,random_forest
17,103.0,0.92,0.0,1.0,0.0,3.0,0.0,15.0,2725.0,3.0,5.0,42.0,1.0,random_forest
18,21.0,0.624,0.0,1.0,0.0,3.0,0.0,9.0,10000.0,3.0,1.0,7.0,1.0,random_forest
19,21.0,0.624,0.0,1.0,2.0,2.0,0.0,7.0,100.0,3.0,2.0,12.0,0.0,logistic_regression
20,21.0,0.624,0.0,0.0,1.0,4.0,0.0,8.0,10.0,3.0,4.0,34.0,0.0,random_forest
21,21.0,0.624,0.0,1.0,0.0,2.0,0.0,6.0,50.0,3.0,1.0,43.0,0.0,logistic_regression
22,83.0,0.923,0.0,0.0,0.0,3.0,3.0,1.0,2364.0,3.0,1.0,74.0,1.0,random_forest
23,160.0,0.92,0.0,0.0,2.0,2.0,0.0,4.0,2147.0,3.0,0.0,38.0,1.0,random_forest
24,21.0,0.624,0.0,0.0,2.0,1.0,0.0,1.0,1691.0,3.0,0.0,9.0,1.0,random_forest
25,11.0,0.55,0.0,1.0,0.0,2.0,0.0,6.0,1.0,3.0,2.0,138.0,0.0,logistic_regression
26,103.0,0.92,0.0,1.0,0.0,2.0,5.0,21.0,1648.0,2.0,1.0,51.0,1.0,random_forest
27,21.0,0.624,0.0,1.0,0.0,2.0,0.0,14.0,500.0,3.0,1.0,4.0,0.0,logistic_regression
28,103.0,0.92,0.0,0.0,2.0,1.0,0.0,10.0,2140.0,3.0,1.0,32.0,1.0,random_forest
29,21.0,0.624,0.0,1.0,2.0,2.0,0.0,6.0,10000.0,3.0,1.0,82.0,1.0,logistic_regression
30,145.0,0.555,2.0,0.0,1.0,2.0,0.0,3.0,50.0,3.0,1.0,12.0,1.0,logistic_regression
31,103.0,0.92,0.0,1.0,0.0,2.0,0.0,14.0,2448.0,3.0,5.0,25.0,1.0,random_forest
32,21.0,0.624,0.0,0.0,0.0,2.0,0.0,0.0,10000.0,3.0,1.0,16.0,1.0,logistic_regression
33,103.0,0.92,0.0,0.0,2.0,2.0,0.0,10.0,2638.0,3.0,3.0,78.0,1.0,random_forest
34,21.0,0.624,0.0,0.0,2.0,2.0,0.0,4.0,1809.0,3.0,0.0,160.0,0.0,random_forest
35,160.0,0.92,0.0,1.0,0.0,2.0,0.0,8.0,1901.0,2.0,2.0,20.0,1.0,random_forest
36,21.0,0.624,0.0,1.0,0.0,2.0,0.0,10.0,10000.0,3.0,5.0,166.0,1.0,random_forest
37,103.0,0.92,0.0,1.0,2.0,2.0,0.0,14.0,2398.0,3.0,5.0,96.0,1.0,random_forest
38,21.0,0.624,0.0,1.0,0.0,2.0,0.0,4.0,50.0,2.0,1.0,7.0,0.0,logistic_regression
39,21.0,0.624,0.0,1.0,0.0,3.0,0.0,4.0,100.0,2.0,2.0,52.0,1.0,random_forest
40,162.0,0.767,0.0,0.0,2.0,3.0,0.0,9.0,100.0,5.0,5.0,24.0,1.0,logistic_regression
41,160.0,0.92,1.0,0.0,0.0,2.0,0.0,4.0,2477.0,3.0,1.0,28.0,1.0,random_forest
42,103.0,0.92,0.0,1.0,0.0,2.0,0.0,6.0,2078.0,2.0,3.0,6.0,1.0,random_forest
43,21.0,0.624,0.0,1.0,0.0,3.0,0.0,6.0,10000.0,3.0,2.0,139.0,0.0,random_forest
44,21.0,0.624,0.0,1.0,0.0,2.0,0.0,8.0,10000.0,5.0,0.0,9.0,1.0,random_forest
45,21.0,0.624,0.0,1.0,0.0,2.0,0.0,8.0,10000.0,3.0,1.0,48.0,1.0,random_forest
46,103.0,0.92,0.0,0.0,1.0,2.0,0.0,5.0,2234.0,3.0,0.0,178.0,1.0,random_forest
47,21.0,0.624,0.0,1.0,0.0,2.0,0.0,8.0,100.0,3.0,0.0,66.0,1.0,random_forest
48,21.0,0.624,0.0,1.0,0.0,2.0,0.0,0.0,50.0,1.0,1.0,36.0,1.0,random_forest
49,21.0,0.624,0.0,1.0,0.0,2.0,0.0,5.0,10000.0,3.0,1.0,24.0,1.0,random_forest
50,21.0,0.624,0.0,1.0,0.0,2.0,0.0,6.0,10000.0,3.0,2.0,32.0,0.0,logistic_regression
51,10.0,0.895,2.0,0.0,2.0,3.0,0.0,3.0,2849.0,3.0,2.0,105.0,0.0,logistic_regression
52,160.0,0.92,0.0,0.0,0.0,2.0,0.0,19.0,2948.0,3.0,4.0,21.0,1.0,random_forest
53,21.0,0.624,0.0,1.0,0.0,3.0,0.0,7.0,100.0,3.0,5.0,111.0,1.0,random_forest
54,21.0,0.624,0.0,1.0,0.0,2.0,0.0,11.0,50.0,1.0,1.0,206.0,1.0,random_forest
55,21.0,0.624,0.0,1.0,0.0,2.0,0.0,3.0,10000.0,3.0,0.0,63.0,0.0,logistic_regression
56,21.0,0.624,0.0,1.0,0.0,2.0,0.0,1.0,50.0,3.0,1.0,27.0,1.0,random_forest
57,21.0,0.624,0.0,1.0,0.0,2.0,0.0,12.0,50.0,3.0,1.0,77.0,1.0,random_forest
58,16.0,0.91,0.0,0.0,2.0,2.0,0.0,1.0,2423.0,3.0,0.0,42.0,1.0,random_forest
59,103.0,0.92,0.0,0.0,2.0,1.0,0.0,3.0,1949.0,3.0,1.0,126.0,1.0,random_forest
60,13.0,0.8270000000000001,0.0,0.0,2.0,2.0,0.0,5.0,2402.0,3.0,1.0,77.0,1.0,random_forest
61,21.0,0.624,0.0,1.0,0.0,3.0,0.0,9.0,100.0,3.0,2.0,43.0,0.0,logistic_regression
62,103.0,0.92,0.0,0.0,2.0,2.0,0.0,9.0,2318.0,3.0,0.0,78.0,1.0,random_forest
63,21.0,0.624,0.0,1.0,0.0,2.0,0.0,7.0,10000.0,3.0,4.0,92.0,1.0,random_forest
64,103.0,0.92,0.0,1.0,0.0,2.0,0.0,21.0,2287.0,2.0,2.0,27.0,1.0,random_forest
65,21.0,0.624,0.0,1.0,0.0,2.0,0.0,2.0,5000.0,3.0,2.0,7.0,0.0,logistic_regression
66,160.0,0.92,0.0,1.0,1.0,2.0,0.0,6.0,1702.0,2.0,1.0,43.0,1.0,random_forest
67,57.0,0.866,0.0,0.0,1.0,2.0,0.0,3.0,2795.0,3.0,5.0,16.0,1.0,random_forest
68,21.0,0.624,0.0,0.0,1.0,2.0,5.0,5.0,10.0,1.0,3.0,37.0,0.0,logistic_regression
69,103.0,0.92,0.0,1.0,0.0,2.0,0.0,21.0,2278.0,2.0,2.0,47.0,1.0,random_forest
70,103.0,0.92,1.0,0.0,0.0,4.0,3.0,7.0,2970.0,3.0,2.0,43.0,1.0,random_forest
71,21.0,0.624,0.0,1.0,2.0,3.0,0.0,3.0,50.0,1.0,2.0,60.0,0.0,random_forest
72,21.0,0.624,0.0,1.0,0.0,2.0,0.0,4.0,5000.0,3.0,0.0,25.0,1.0,random_forest
73,103.0,0.92,0.0,0.0,0.0,2.0,3.0,3.0,2162.0,3.0,2.0,72.0,1.0,random_forest
74,136.0,0.897,0.0,0.0,0.0,2.0,0.0,4.0,2251.0,3.0,0.0,2.0,1.0,random_forest
75,160.0,0.92,0.0,0.0,0.0,2.0,0.0,21.0,2490.0,3.0,2.0,32.0,0.0,logistic_regression
76,128.0,0.527,0.0,1.0,0.0,2.0,0.0,4.0,50.0,3.0,4.0,36.0,1.0,random_forest
77,21.0,0.624,0.0,0.0,0.0,3.0,0.0,9.0,5000.0,3.0,1.0,62.0,0.0,logistic_regression
78,103.0,0.92,0.0,0.0,2.0,2.0,0.0,4.0,2334.0,3.0,1.0,34.0,1.0,random_forest
79,21.0,0.624,0.0,1.0,0.0,2.0,0.0,9.0,5000.0,3.0,1.0,21.0,1.0,random_forest
80,145.0,0.555,0.0,0.0,2.0,2.0,0.0,4.0,1547.0,3.0,1.0,22.0,0.0,random_forest
81,103.0,0.92,0.0,0.0,2.0,2.0,0.0,8.0,2393.0,3.0,1.0,88.0,1.0,random_forest
82,103.0,0.92,0.0,0.0,2.0,2.0,0.0,6.0,2394.0,3.0,1.0,46.0,1.0,random_forest
83,21.0,0.624,0.0,1.0,2.0,2.0,0.0,4.0,100.0,3.0,2.0,43.0,0.0,random_forest
84,21.0,0.624,0.0,0.0,0.0,1.0,0.0,7.0,1826.0,2.0,0.0,136.0,1.0,random_forest
85,103.0,0.92,0.0,0.0,2.0,2.0,0.0,1.0,2264.0,3.0,1.0,53.0,1.0,random_forest
86,16.0,0.91,0.0,0.0,0.0,2.0,0.0,6.0,2537.0,3.0,0.0,14.0,1.0,random_forest
87,16.0,0.91,0.0,0.0,0.0,2.0,0.0,2.0,2465.0,3.0,0.0,50.0,1.0,random_forest
88,155.0,0.556,0.0,0.0,0.0,2.0,0.0,1.0,50.0,3.0,1.0,290.0,1.0,random_forest
89,21.0,0.624,0.0,1.0,0.0,2.0,0.0,4.0,10000.0,3.0,2.0,29.0,1.0,random_forest
90,21.0,0.624,0.0,1.0,0.0,2.0,0.0,9.0,50.0,2.0,1.0,17.0,0.0,logistic_regression
91,83.0,0.923,1.0,1.0,0.0,2.0,5.0,10.0,1943.0,3.0,5.0,160.0,1.0,random_forest
92,21.0,0.624,0.0,1.0,0.0,2.0,0.0,15.0,500.0,3.0,2.0,8.0,0.0,logistic_regression
93,21.0,0.624,0.0,1.0,0.0,3.0,0.0,8.0,10000.0,3.0,1.0,36.0,1.0,random_forest
94,103.0,0.92,0.0,1.0,0.0,3.0,5.0,21.0,2034.0,3.0,5.0,14.0,0.0,logistic_regression
95,21.0,0.624,0.0,1.0,0.0,2.0,0.0,6.0,100.0,3.0,0.0,36.0,1.0,random_forest
96,21.0,0.624,0.0,1.0,2.0,2.0,0.0,6.0,500.0,3.0,0.0,12.0,0.0,logistic_regression
97,103.0,0.92,0.0,1.0,0.0,2.0,0.0,20.0,2557.0,3.0,5.0,26.0,1.0,random_forest
98,21.0,0.624,0.0,0.0,2.0,1.0,0.0,1.0,1843.0,3.0,0.0,45.0,1.0,random_forest
99,21.0,0.624,0.0,0.0,2.0,1.0,0.0,1.0,1664.0,3.0,0.0,104.0,1.0,random_forest
100,37.0,0.794,0.0,0.0,2.0,2.0,0.0,7.0,2377.0,3.0,1.0,77.0,1.0,random_forest
101,101.0,0.5579999999999999,0.0,1.0,0.0,2.0,0.0,4.0,1.0,3.0,1.0,80.0,0.0,logistic_regression
102,21.0,0.624,1.0,1.0,0.0,2.0,0.0,4.0,1807.0,2.0,2.0,158.0,1.0,random_forest
103,21.0,0.624,0.0,1.0,2.0,3.0,0.0,13.0,50.0,2.0,1.0,24.0,1.0,random_forest
104,91.0,0.691,0.0,1.0,2.0,2.0,0.0,6.0,1511.0,2.0,1.0,60.0,1.0,random_forest
105,21.0,0.624,0.0,1.0,0.0,3.0,0.0,8.0,100.0,3.0,5.0,36.0,1.0,random_forest
106,103.0,0.92,1.0,1.0,0.0,2.0,0.0,13.0,2133.0,2.0,1.0,109.0,1.0,random_forest
107,12.0,0.64,0.0,0.0,0.0,3.0,0.0,6.0,10000.0,3.0,1.0,59.0,0.0,random_forest
108,136.0,0.897,0.0,0.0,2.0,3.0,0.0,7.0,2506.0,3.0,0.0,44.0,1.0,random_forest
109,21.0,0.624,1.0,0.0,2.0,2.0,0.0,5.0,10.0,1.0,1.0,32.0,0.0,random_forest
110,160.0,0.92,0.0,1.0,0.0,2.0,0.0,19.0,2094.0,2.0,2.0,96.0,1.0,random_forest
111,103.0,0.92,0.0,1.0,0.0,2.0,0.0,11.0,2049.0,2.0,2.0,78.0,1.0,random_forest
112,21.0,0.624,0.0,0.0,0.0,1.0,0.0,0.0,1989.0,2.0,0.0,13.0,1.0,random_forest
113,67.0,0.855,0.0,0.0,2.0,2.0,0.0,10.0,2440.0,3.0,1.0,58.0,1.0,random_forest
114,173.0,0.878,0.0,0.0,0.0,3.0,0.0,1.0,2517.0,3.0,1.0,18.0,1.0,random_forest
115,11.0,0.55,0.0,1.0,1.0,2.0,0.0,2.0,10.0,2.0,1.0,41.0,0.0,logistic_regression
116,128.0,0.527,0.0,1.0,0.0,2.0,5.0,13.0,928.0,2.0,1.0,146.0,1.0,random_forest
117,103.0,0.92,1.0,1.0,0.0,2.0,0.0,21.0,2551.0,3.0,5.0,56.0,0.0,logistic_regression
118,21.0,0.624,0.0,1.0,0.0,2.0,0.0,3.0,100.0,3.0,1.0,44.0,0.0,logistic_regression
119,103.0,0.92,0.0,0.0,1.0,2.0,0.0,10.0,2534.0,3.0,1.0,16.0,1.0,random_forest
120,160.0,0.92,0.0,1.0,0.0,3.0,0.0,21.0,2733.0,3.0,5.0,51.0,1.0,random_forest
121,123.0,0.738,1.0,0.0,0.0,4.0,0.0,2.0,5000.0,3.0,1.0,12.0,0.0,random_forest
122,165.0,0.903,0.0,0.0,0.0,2.0,0.0,5.0,2028.0,3.0,1.0,38.0,0.0,logistic_regression
123,11.0,0.55,0.0,1.0,0.0,2.0,0.0,3.0,100.0,5.0,1.0,136.0,1.0,random_forest
124,167.0,0.921,0.0,0.0,0.0,2.0,0.0,7.0,2262.0,3.0,0.0,44.0,1.0,random_forest
125,21.0,0.624,0.0,1.0,0.0,2.0,0.0,7.0,10000.0,3.0,1.0,123.0,0.0,logistic_regression
126,115.0,0.789,0.0,0.0,2.0,2.0,0.0,6.0,2402.0,3.0,3.0,22.0,1.0,random_forest
127,128.0,0.527,0.0,1.0,0.0,2.0,0.0,4.0,1307.0,2.0,1.0,40.0,1.0,random_forest
128,21.0,0.624,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,7.0,1.0,random_forest
129,103.0,0.92,0.0,1.0,0.0,2.0,0.0,21.0,2469.0,2.0,4.0,44.0,1.0,random_forest
130,21.0,0.624,0.0,1.0,0.0,2.0,4.0,4.0,50.0,3.0,4.0,11.0,0.0,logistic_regression
131,21.0,0.624,0.0,1.0,2.0,3.0,0.0,8.0,1000.0,3.0,1.0,149.0,0.0,random_forest
132,73.0,0.754,0.0,0.0,0.0,2.0,0.0,1.0,2217.0,3.0,1.0,120.0,1.0,random_forest
133,21.0,0.624,0.0,0.0,2.0,1.0,0.0,3.0,1868.0,3.0,0.0,53.0,1.0,random_forest
134,11.0,0.55,0.0,1.0,0.0,2.0,0.0,5.0,50.0,3.0,1.0,6.0,0.0,logistic_regression
135,53.0,0.74,0.0,1.0,1.0,2.0,0.0,14.0,1980.0,3.0,5.0,12.0,0.0,logistic_regression
136,160.0,0.92,0.0,0.0,2.0,3.0,0.0,14.0,2728.0,3.0,4.0,36.0,0.0,logistic_regression
137,103.0,0.92,0.0,1.0,0.0,2.0,0.0,21.0,2171.0,2.0,1.0,41.0,1.0,random_forest
138,83.0,0.923,0.0,0.0,2.0,2.0,0.0,4.0,2388.0,3.0,1.0,8.0,1.0,random_forest
139,21.0,0.624,0.0,1.0,0.0,1.0,0.0,9.0,50.0,3.0,5.0,6.0,0.0,logistic_regression
140,21.0,0.624,0.0,0.0,2.0,1.0,0.0,0.0,1678.0,3.0,0.0,26.0,1.0,random_forest
141,103.0,0.92,0.0,1.0,0.0,2.0,0.0,5.0,2121.0,2.0,4.0,88.0,1.0,random_forest
142,21.0,0.624,0.0,1.0,0.0,3.0,0.0,17.0,5000.0,3.0,5.0,67.0,1.0,random_forest
143,74.0,0.579,0.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,101.0,0.0,random_forest
144,103.0,0.92,0.0,1.0,0.0,2.0,1.0,21.0,2984.0,4.0,5.0,43.0,1.0,random_forest
145,76.0,0.698,0.0,1.0,1.0,3.0,0.0,7.0,2096.0,3.0,3.0,56.0,1.0,random_forest
146,103.0,0.92,0.0,1.0,0.0,3.0,0.0,11.0,2353.0,2.0,2.0,18.0,1.0,random_forest
147,74.0,0.579,0.0,1.0,1.0,2.0,0.0,6.0,100.0,1.0,1.0,17.0,1.0,random_forest
148,90.0,0.698,0.0,0.0,0.0,2.0,0.0,5.0,2200.0,3.0,1.0,60.0,1.0,random_forest
149,21.0,0.624,0.0,1.0,0.0,2.0,0.0,5.0,2008.0,2.0,4.0,50.0,1.0,random_forest
150,21.0,0.624,0.0,1.0,0.0,2.0,0.0,7.0,500.0,3.0,2.0,55.0,1.0,random_forest
151,78.0,0.579,0.0,0.0,1.0,1.0,0.0,0.0,1809.0,3.0,1.0,163.0,1.0,random_forest
152,21.0,0.624,0.0,0.0,0.0,2.0,0.0,10.0,10.0,3.0,1.0,33.0,1.0,random_forest
153,103.0,0.92,0.0,0.0,2.0,2.0,0.0,7.0,2396.0,3.0,2.0,262.0,1.0,random_forest
154,21.0,0.624,0.0,1.0,0.0,2.0,0.0,2.0,10000.0,3.0,2.0,28.0,0.0,logistic_regression
155,67.0,0.855,1.0,0.0,2.0,2.0,0.0,3.0,2192.0,3.0,1.0,21.0,0.0,logistic_regression
156,21.0,0.624,0.0,1.0,2.0,2.0,0.0,3.0,50.0,2.0,1.0,27.0,0.0,logistic_regression
157,21.0,0.624,0.0,1.0,0.0,2.0,0.0,4.0,50.0,3.0,0.0,18.0,1.0,random_forest
158,103.0,0.92,0.0,0.0,2.0,2.0,0.0,9.0,2554.0,3.0,5.0,46.0,0.0,logistic_regression
159,21.0,0.624,0.0,0.0,2.0,1.0,0.0,3.0,1727.0,3.0,0.0,25.0,1.0,random_forest
160,150.0,0.698,0.0,0.0,2.0,4.0,0.0,21.0,10000.0,4.0,5.0,3.0,0.0,random_forest
161,116.0,0.743,0.0,0.0,0.0,3.0,0.0,5.0,2094.0,3.0,0.0,79.0,0.0,logistic_regression
162,21.0,0.624,0.0,1.0,0.0,3.0,0.0,6.0,2035.0,2.0,2.0,74.0,1.0,random_forest
163,93.0,0.865,0.0,1.0,0.0,2.0,0.0,9.0,50.0,3.0,2.0,152.0,1.0,random_forest
164,21.0,0.624,0.0,1.0,2.0,2.0,0.0,8.0,1000.0,3.0,4.0,103.0,0.0,random_forest
165,179.0,0.512,0.0,1.0,0.0,3.0,0.0,9.0,50.0,3.0,1.0,68.0,0.0,logistic_regression
166,21.0,0.624,0.0,1.0,0.0,3.0,0.0,6.0,1943.0,2.0,1.0,56.0,1.0,random_forest
167,103.0,0.92,0.0,1.0,0.0,2.0,0.0,21.0,2573.0,3.0,5.0,35.0,1.0,random_forest
168,71.0,0.884,2.0,1.0,0.0,2.0,2.0,0.0,1867.0,2.0,1.0,8.0,1.0,random_forest
169,21.0,0.624,0.0,1.0,0.0,3.0,0.0,0.0,100.0,2.0,0.0,13.0,1.0,random_forest
170,71.0,0.884,0.0,1.0,1.0,2.0,0.0,21.0,2259.0,2.0,2.0,6.0,1.0,random_forest
171,11.0,0.55,0.0,1.0,0.0,2.0,0.0,6.0,50.0,3.0,1.0,60.0,1.0,random_forest
172,73.0,0.754,0.0,1.0,0.0,3.0,0.0,4.0,1989.0,2.0,1.0,33.0,1.0,random_forest
173,21.0,0.624,0.0,1.0,0.0,2.0,0.0,3.0,50.0,3.0,2.0,88.0,0.0,logistic_regression
174,21.0,0.624,0.0,0.0,2.0,1.0,0.0,2.0,1717.0,3.0,0.0,32.0,1.0,random_forest
175,74.0,0.579,0.0,1.0,2.0,2.0,0.0,5.0,100.0,3.0,1.0,3.0,0.0,random_forest
